run_key,space_name,dimensions,preprocessing,metric,min_samples,eps_percentile,eps,n_points,n_clusters,noise_count,noise_share,clustered_count,clustered_share,largest_cluster_size,largest_cluster_share_all,largest_cluster_share_clustered,smallest_cluster_size,median_cluster_size,mean_cluster_size
user_run_0063,user_l2_cosine,64,l2,cosine,128,20.0,0.240268,4722,1,2499,0.5292249047013977,2223,0.4707750952986023,2223,0.4707750952986023,1.0,2223,2223.0,2223.0
user_run_0064,user_l2_cosine,64,l2,cosine,128,25.0,0.260905,4722,1,2213,0.4686573485811097,2509,0.5313426514188903,2509,0.5313426514188903,1.0,2509,2509.0,2509.0
user_run_0065,user_l2_cosine,64,l2,cosine,128,30.0,0.281996,4722,1,1903,0.40300720033883947,2819,0.5969927996611605,2819,0.5969927996611605,1.0,2819,2819.0,2819.0
user_run_0066,user_l2_cosine,64,l2,cosine,128,35.0,0.302648,4722,1,1632,0.34561626429479037,3090,0.6543837357052097,3090,0.6543837357052097,1.0,3090,3090.0,3090.0
user_run_0067,user_l2_cosine,64,l2,cosine,128,40.0,0.32223,4722,1,1400,0.29648454044896233,3322,0.7035154595510377,3322,0.7035154595510377,1.0,3322,3322.0,3322.0
user_run_0068,user_l2_cosine,64,l2,cosine,128,45.0,0.343476,4722,1,1155,0.2445997458703939,3567,0.7554002541296061,3567,0.7554002541296061,1.0,3567,3567.0,3567.0
user_run_0069,user_l2_cosine,64,l2,cosine,128,50.0,0.364707,4722,1,946,0.2003388394747988,3776,0.7996611605252012,3776,0.7996611605252012,1.0,3776,3776.0,3776.0
user_run_0070,user_l2_cosine,64,l2,cosine,128,60.0,0.404386,4722,1,604,0.1279119017365523,4118,0.8720880982634477,4118,0.8720880982634477,1.0,4118,4118.0,4118.0
user_run_0071,user_l2_cosine,64,l2,cosine,128,70.0,0.454186,4722,1,321,0.06797966963151207,4401,0.932020330368488,4401,0.932020330368488,1.0,4401,4401.0,4401.0
user_run_0072,user_l2_cosine,64,l2,cosine,128,80.0,0.511438,4722,1,123,0.026048284625158832,4599,0.9739517153748412,4599,0.9739517153748412,1.0,4599,4599.0,4599.0
