rank,k_distance
440,0.4276155590941252
441,0.4278396396001538
442,0.4280502403204556
443,0.4281779101847806
444,0.4283262885144218
445,0.4287623094131915
446,0.4288640100772694
447,0.4290900658237373
448,0.4290923385411425
449,0.4291999174667881
450,0.42935723040846097
451,0.4293803696837454
452,0.42947925665837927
453,0.42981220386654884
454,0.42996732872160304
455,0.4299995771110926
456,0.4300252825639309
457,0.4300709037769094
458,0.4300869226091948
459,0.4301025940150489
460,0.430285216541629
461,0.4304522673295279
462,0.43054807374556026
463,0.4305584937846726
464,0.4309947234959607
465,0.4310925084924303
466,0.43118094544707664
467,0.43127870447694683
468,0.43128283411819435
469,0.4314126374002736
470,0.4315255503619624
471,0.43179692765870714
472,0.4321760915971191
473,0.4322315689629166
474,0.432345451290265
475,0.43238914907439163
476,0.43250227036566435
477,0.4325835866118609
478,0.4325980331354239
479,0.43301001026088726
480,0.4331070638354212
481,0.4332097860168824
482,0.4333314363768884
483,0.4333715371263426
484,0.43374700127675203
485,0.4337622396946551
486,0.43381595289552066
487,0.4338950314475124
488,0.4340571514278828
489,0.43415511537529683
490,0.4341872922198736
491,0.43446869271636823
492,0.43459967837269453
493,0.4346578832509852
494,0.43472544519689493
495,0.43483765109436123
496,0.43507786229536827
497,0.4354493628965702
498,0.43558276694428033
499,0.43567299820289307
